Magyar név,Mai hivatalos név,Ország
Szunyogdi,Komárov,SK
Szunyogfalu,Lietavská Závadka,SK
Szunyogszék,Dumbrăviţa,RO
Szurdok,Strâmtura,RO
Szurduk,Surduc,RO
Szurdukkápolnok,Copalnic,RO
Szurjuk,Szjurjuk,UA
Szurkos,Peklina,SK
Szuszek,Susek,YU
Szuszeny,Suseni,RO
Szuszkó,Szuszkove,UA
Szuszkóújfalu,Szuszkove Nove Szelo,UA
Szútor,Sútor,SK
Szürnyeg,Sirník,SK
Szürte,Szurte,UA
Szvalyavka,Szvaljavka,UA
Szvancairtvány,Jablonka,SK
Szvit,Svit,SK
Táblás,Dupuş,RO
Tacs,Tonciu,RO
Tagadómedgyes,Tăgădău,RO
Tágfalva,Larga,RO
Tajnasári,Tajná,SK
Tajó,Tajov,SK
Tajti,Tachty,SK
Takcsány,Stakčín,SK
Taksonyfalva,Matúškovo,SK
Talaborfalu,Tereblja,UA
Talács,Tălagiu,RO
Tallós,Tomášikovo,SK
Tálosfalva,Blidăreşti,RO
Talp,Talpe,RO
Talpas,Talpoş,RO
Tamásd,Tomeşti,RO
Tamasesd,Tămăşeşti,RO
Tamásfalva,Hetin,YU
Tamáshida,Tămaşda,RO
Tamáslaka,Tomaševac,YU
Tamáspatak,Tămăşasa,RO
Tamásváralja,Tămăşeni,RO
Tancs,Tonciu,RO
Tany,Tôň,SK
Tápia,Tapia,RO
Tapolcsány,Teplicany,SK
Tapolybánya,Jastrabie nad Topľou,SK
Tapolybeszterce,Bystré,SK
Tapolyhanusfalva,Hanušovce nad Topľou,SK
Tapolyhermány,Hermanovce nad Topľou,SK
Tapolyizsép,Vyšný Žipov,SK
Tapolykomlós,Chmeľovec,SK
Tapolylengyel,Poliakovce,SK
Tapolylippó,Lipová,SK
Tapolylucska,Lúčka,SK
Tapolymeggyes,Medzianky,SK
Tapolymogyorós,Skrabské,SK
Tapolynémetfalu,Nemcovce,SK
Tapolyortovány,Porúbka,SK
Tapolyradvány,Radvanovce,SK
Tapolysárpatak,Mokroluh,SK
Tapolytarnó,Tarnov,SK
Taracköz,Tereszva,UA
Tarackraszna,Kraszna,UA
Taracújfalu,Novoszelica,UA
Tarányos,Tranişu,RO
Tarca,Torysa,SK
Tarcadobó,Dubovica,SK
Tarcafő,Torysky,SK
Tarcaszentpéter,Petrovany,SK
Tarcavajkóc,Vajkovce,SK
Tarcsa,Bad Tatzmannsdorf,A
Tarcsafalva,Tărceşti,RO
Tárcsó,Starčevo,YU
Tardoskedd,Tvrdošovce,SK
Tarfalu,Holjatin,UA
Tarhavas,Tărhăuşi,RO
Tarhegy,Lysá nad Dunajcom,SK
Tárkányka,Tărcăiţa,RO
Tarkő,Kamenica,SK
Tarna,Trnava pri Laborci,SK
Tarnó,Trnovo,SK
Tarnóc,Liptovský Trnovec,SK
Tárnok,Begejci,YU
Tarnóka,Trnávka,SK
Tárnokszentgyörgy,Sângeorge,RO
Taródcsencs,Tudersdorf,A
Tartolc,Târşolţ,RO
Tarújfalu,Novoszelica,UA
Tasádfő,Tăşad,RO
Tasnád,Zatisne,UA
Tasnád,Tăşnad,RO
Tasnádbajom,Boianu Mare,RO
Tasnádbalázsháza,Blaja,RO
Tasnádcsány,Cean,RO
Tasnádorbó,Orbău,RO
Tasnádszántó,Santău,RO
Tasnádszarvad,Sărăuad,RO
Tasnádszilvás,Silvaş,RO
Tasolya,Tašuľa,SK
Tataresd,Tătărăşti,RO
Tataresd,Tătărăştii de Criş,RO
Tatárfalva,Totoreni,RO
Tataros,Brusturi,RO
Táté,Totoi,RO
Tátraalja,Stráne pod Tatrami,SK
Tatrang,Tărlungeni,RO
Tatrosforrás,Izvorul Trotuşului,RO
Tavarna,Tovarné,SK
Tavarnamező,Továrňanská Polianka,SK
Tavarnok,Tovarníky,SK
Tavas,Jezersko,SK
Técső,Tyacsiv,UA
Tegenye,Ťahyňa,SK
Tegzesborfő,Brhlovce,SK
Tejfalu,Mliečno,SK
Teke,Teaca,RO
Tekeháza,Tekove,UA
Tekerő,Techereu,RO
Tekerőpatak,Valea Strâmbă,RO
Tekeújfalu,Lunca,RO
Telcs,Telciu,RO
Telek,Teleac,RO
Telekfalva,Teleac,RO
Telekfarka,Câmpeneşti,RO
Telekháza,Sedliská,SK
Telekirécse,Telechi-Recea,RO
Telep,Selce,SK
Telepóc,Osadné,SK
Telkesd,Tilecuş,RO
Temeres,Temereşti,RO
Temerin,Temerin,YU
Temesberény,Berini,RO
Temesbökény,Butin,RO
Temescserna,Cerna,RO
Temesd,Temeşeşti,RO
Temesdoboz,Duboz,RO
Temesfalva,Dragşina,RO
Temesforgács,Ohaba-Forgaci,RO
Temesfő,Brebu Nou,RO
Temesfüves,Fibiş,RO
Temesfűzkút,Fiscut,RO
Temesgyarmat,Giarmata,RO
Temeshidegkút,Gutenbrunn,RO
Temeshódos,Hodoş,RO
Temesillésd,Alioş,RO
Temesjenő,Ianova,RO
Temeskalácsa,Călacea,RO
Temeskenéz,Satchinez,RO
Temeskeresztes,Cruceni,RO
Temeskirályfalva,Cralovăţ,RO
Temeskomját,Comeat,RO
Temeskovácsi,Covaci,RO
Temeskövesd,Cuveşdia,RO
Temeskubin,Kovin,YU
Temeskutas,Gudurica,YU
Temesliget,Pădureni,RO
Temesmiklós,Nikolinci,YU
Temesmóra,Moraviţa,RO
Temesmurány,Murani,RO
Temesnagyfalu,Satu Mare,RO
Temesőr,Straža,YU
Temespaulis,Pavliš,YU
Temespéteri,Petrovaselo,RO
Temesrékas,Recaş,RO
Temesremete,Remetea Mare,RO
Temesság,Şag,RO
Temesújfalu,Neudorf,RO
Temesújlak,Uliuc,RO
Temesújnép,Unip,RO
Temesvajkóc,Vlajkovac,YU
Temesvár,Timişoara,RO
Temesváralja,Dupljaja,YU
Temesvölgye,Vălişoara,RO
Temesvukovár,Vucova,RO
Temesszécsény,Seceani,RO
Temesszékás,Secaş,RO
Temessziget,Ostrovo,YU
Temesszlatina,Slatina-Timiş,RO
Temesszőllős,Sočica,YU
Temetvény,Hrádok,SK
Tenke,Tinca,RO
Tenkegörbed,Gurbediu,RO
Tenkemocsár,Dumbrava,RO
Tenkeszéplak,Suplacu de Tinca,RO
Teplafő,Podhorie,SK
Teplicska,Liptovská Teplička,SK
Terbegec,Trebušovce,SK
Terbeléd,Trebeľovce,SK
Terbók,Trebichava,SK
Terbő,Trebejov,SK
Terebesfejérpatak,Gyilove,UA
Teregova,Teregova,RO
Teremi,Teremia Mică,RO
Teremiújfalu,Satu Nou,RO
Terep,Trip,RO
Tereselpatak,Taraszivka,UA
Terestyénfalva,Kršťanova Ves,SK
Tergenye,Trhyna,SK
Terhely,Terchová,SK
Terje,Tria,RO
Terjékfalva,Teriakovce,SK
Terlény,Malé Trnie,SK
Térnádasd,Trstie,SK
Ternáva,Târnava de Criş,RO
Ternye,Terňa,SK
Terpény,Trpín,SK
Tésfalu,Teş,RO
Tesmag,Tešmák,SK
Tesöld,Chişoda,RO
Teszér,Hontianske Tesáre,SK
Tiba,Tibava,SK
Tibaváralja,Podhoroď,SK
Tibód,Tibod,RO
Tibor,Tibru,RO
Tiborfa,Vadarci,SLO
Tiha,Tihij,UA
Tihó,Tihău,RO
Tild,Telince,SK
Tilicske,Tilişca,RO
Timorháza,Timoradza,SK
Timsor,Lazi,UA
Tinkova,Tincova,RO
Tinód,Tinăud,RO
Tireuházcsoport,Tireu,RO
Tirnáva,Târnava,RO
Tirnavica,Târnăviţa,RO
Tisza,Tisa,RO
Tiszaágtelek,Tiszaagtelek,UA
Tiszaásvány,Tiszaasvany,UA
Tiszabogdány,Bohdan,UA
Tiszaborkút,Kvaszi,UA
Tiszabökény,Bobove,UA
Tiszacsernyő,Čierna nad Tisou,SK
Tiszacsoma,Csoma,UA
Tiszafa,Eibenthal,RO
Tiszafalva,Tisa,RO
Tiszafarkasfalva,Vovcsanszke,UA
Tiszafejéregyház,Bila Cerkva,UA
Tiszafejéregyháza,Bila Cerkva,UA
Tiszahegyes,Idjoš,YU
Tiszahetény,Hetinya,UA
Tiszaistvánfalva,Bački Jarak,YU
Tiszakálmánfalva,Budisava,YU
Tiszakarácsonyfalva,Crăciuneşti,RO
Tiszakeresztúr,Perehresztya,UA
Tiszakirva,Kriva,UA
Tiszaló,Tiszolove,UA
Tiszalonka,Luh,UA
Tiszalonka,Luh,UA
Tiszapéterfalva,Petrove,UA
Tiszasalamon,Szolomonove,UA
Tiszasásvár,Trosznik,UA
Tiszaszászfalu,Szaszove,UA
Tiszaszentmiklós,Ostojićevo,YU
Tiszaszirma,Drotinci,UA
Tiszatanya,Szonyacsne,UA
Tiszatarrós,Taraš,YU
Tiszaújfalu,Tiszaujfalu,UA
Tiszaújhely,Nove Szelo,UA
Tiszaújlak,Vilok,UA
Tiszaveresmart,Tisa,RO
Tiszeuházcsoport,Tisieu,RO
Tiszóca,Tisoviţa,RO
Tiszolc,Tisovec,SK
Tiszova,Tisiv,UA
Tisztásfalva,Curăţele,RO
Titel,Titel,YU
Titiána,Titiana,RO
Titokvölgy,Tyitkivci,UA
Tivadarfalva,Fedorove,UA
Tizsény,Tisinec,SK
Tizsite,Čižatice,SK
Tóba,Toba,YU
Tobaj,Tobaj,A
Todorica,Toderiţa,RO
Tófalva,Tofalău,RO
Tógyér,Toager,RO
Tohány,Tuchyňa,SK
Tóhát,Tăure,RO
Tok,Toc,RO
Toka,Toaca,RO
Tóka,Tauka,A
Toldalag,Toldal,RO
Tolesen,Toleşeni,RO
Tolvád,Livezile,RO
Tomány,Tămaia,RO
Tomcsány,Tomčany,SK
Tomesd,Tomeşti,RO
Tomnatek,Tomnatec,RO
Tompa,Tupá,SK
Tompa,Tâmpa,RO
Tompaháza,Rădeşti,RO
Tonkháza,Tonkovce,SK
Topánfalva,Câmpeni,RO
Topaszentkirály,Sâncraiu Almaşului,RO
Tópatak,Banský Studenec,SK
Topla,Topla,RO
Toplica,Topliţa Mureşului,RO
Topolóka,Topoľovka,SK
Topolya,Bačka Topola,YU
Topolyán,Topoľany,SK
Toporc,Toporec,SK
Toporcsa,Topârcea,RO
Toposd,Topeşti,RO
Torboszló,Torba,RO
Torcs,Nová Lipnica,SK
Torda,Turda,RO
Tordaegres,Livada,RO
Tordahagymás,Plaiuri,RO
Tordaméc,Tvrdomestice,SK
Tordaszeleste,Sălişte,RO
Tordaszentlászló,Săvădisla,RO
Tordátfalva,Turdeni,RO
Tordatúr,Tureni,RO
Tordavilma,Vima Mare,RO
Tordos,Turdaş,RO
Torja,Turia,RO
Torjánc,Torjanci,HR
Torjás,Troaş,RO
Tormafalu,Krensdorf,A
Tormapataka,Valea Hranei,RO
Tormás,Turmaş,RO
Tormásdülő,Turmaşi,RO
Tormáskert,Nevoľné,SK
Tormos,Chrenová,SK
Torna,Turňa nad Bodvou,SK
Tornagörgő,Hrhov,SK
Tornahorváti,Chorváty,SK
Tornalja,Tornaľa,SK
Tornaújfalu,Turnianska Nová Bodva,SK
Tornó,Târnova,RO
Tornóc,Trnovec nad Váhom,SK
Tornova,Târnova,RO
Tornya,Turnu,RO
Tornyos,Tornjoš,YU
Tornyos,Trenčianska Turná,SK
Torockó,Rimetea,RO
Torockógyertyános,Vălişoara,RO
Torockószentgyörgy,Colţeşti,RO
Torontálalmás,Jabuka,YU
Torontáldinnyés,Diniaş,RO
Torontálgyülvész,Giulvăz,RO
Torontálkeresztes,Cruceni,RO
Torontáloroszi,Rusko Selo,YU
Torontálszécsány,Sečanj,YU
Torontálsziget,Sakule,YU
Torontáltorda,Torda,YU
Torontáludvar,Idvor,YU
Torontálújfalu,Markovićevo,YU
Torontálvásárhely,Debeljaca,YU
Toronya,Toruny,UA
Toronyrom,Turnu Ruieni,RO
Torzsa,Savino Selo,YU
Tósár,Točnica,SK
Tósnyárasd,Topoľnica,SK
Tószeg,Novi Kozarci,YU
Tótalmád,Jabloň,SK
Tótaradác,Slovački Aradac,YU
Tótdiós,Orešany,SK
Totesd,Toteşti,RO
Tótfalu,Totovec,HR
Tótfalud,Tăuţi,RO
Tótgurab,Slovenský Grob,SK
Tótgyarmat,Slovenské Ďarmoty,SK
Tóthalom,Kopec,SK
Tótháza,Crişeni,RO
Tóthegymeg,Horné Zahorany,SK
Tóthfalu,Totovo Selo,YU
Tóti,Tăuteu,RO
Tótkelecsény,Slovenské Kľačany,SK
Tótkeresztúr,Križevci,SLO
Tótkisfalu,Vieska,SK
Tótmegyer,Palárikovo,SK
Tótpelsőc,Pliešovce,SK
Tótpróna,Slovenské Pravno,SK
Tótraszlavica,Raslavice,SK
Tótselymes,Šarišské Sokolovce,SK
Tótsók,Šalgovce,SK
Tótsóvár,Solivar,SK
Tótszállás,Brâglez,RO
Tóttelke,Gălăşeni,RO
Tótvárad,Vărădia de Mureş,RO
Töböréte,Töböréte,SK
Töhöl,Tehla,SK
Tőkefalva,Bucium,RO
Tőkepataka,Valea Groşilor,RO
Tőkés,Zálesie,SK
Tőkés,Groşii Ţibleşului,RO
Tőkésbánya,Groşi,RO
Tőkésfalu,Kolodnye,UA
Tőkésújfalu,Klátova Nová Ves,SK
Tőketerebes,Trebišov,SK
Tököld,Tekolďany,SK
Tölgyed,Dubinné,SK
Tölgyesalja,Zádubnie,SK
Tölgyeshegy,Zubné,SK
Töltszék,Tulčík,SK
Tönköd,Groşeni,RO
Tőnye,Tône,SK
Tőnyeistál,Dolný Štál,SK
Törcsvár,Bran,RO
Tőre,Turá,SK
Tőrés,Lomnica,SK
Tőrincs,Trenč,SK
Török,Turecka,SK
Törökbecse,Novi Bečej,YU
Törökfalu,Utrine,YU
Törökfalu,Buciumi,RO
Törökkanizsa,Novi Kneževac,YU
Törökruszka,Ruskovce,SK
Törökruszkóc,Ruskovce,SK
Törökszákos,Sacoşu Turcesc,RO
Töröktopolya,Banatska Topola,YU
Törökudvar,Turčišće,HR
Törpefalva,Zăvoiu,RO
Törzsudvarnok,Banatski Dvor,YU
Tősfalva,Spinuş de Pomezeu,RO
Tötör,Tioltiur,RO
Tőtös,Groşi,RO
Tövis,Teiuş,RO
Tövisfalva,Trnovec,SK
Tőzmiske,Mişca,RO
Trebusafejérpatak,Gyilove,UA
Trencsén,Trenčín,SK
Trencsénfogas,Zubák,SK
Trencsénhosszúmező,Dlhé Pole,SK
Trencsénjánosi,Hanzlíková,SK
Trencsénkopár,Lysica,SK
Trencsénkutas,Veľká Kotešová,SK
Trencsénmakó,Makov,SK
Trencsénpéteri,Petrovice,SK
Trencsénpüspöki,Trenčianske Biskupice,SK
Trencsénrákó,Raková,SK
Trencsénselmec,Štiavnik,SK
Trencsénteplic,Trenčianske Teplice,SK
Trencséntölgyes,Dubodiel,SK
Trencsénzávod,Trenčianska Závada,SK
Tresztia,Trestia,RO
Trocsány,Tročany,SK
Trosztyánica,Trosztyanica,UA
Trsztená,Trstená,SK
Tuffás,Tufări,RO
Tugár,Tuhár,SK
Túlanagyágtelep,Zarecsnoje,UA
Tulka,Tulca,RO
Tunyogfalva,Tunežice,SK
Turány,Turany nad Ondavou,SK
Turapatak,Turík,SK
Turbóca,Turbuţa,RO
Turc,Turţ,RO
Turcfürdő,Turţ-Băi,RO
Turcóc,Turcovce,SK
Turcsány,Turčianky,SK
Turcsok,Turčok,SK
Turdossin,Tvrdošín,SK
Turina,Tuhrina,SK
Túrirtovány,Porúbka,SK
Túriszakállas,Turovské Sokolce,SK
Turja,Turija,YU
Turjabisztra,Turja Bisztra,UA
Turjamező,Turja Poljana,UA
Turjapaszika,Turja Paszika,UA
Turjapoljana,Turja Poljana,UA
Turjaremete,Turji Remeti,UA
Turjasebes,Turja Bisztra,UA
Turjavágás,Turja Paszika,UA
Túrmező,Turie Pole,SK
Turócandrásfalva,Ondrašová,SK
Turócbalázsfalva,Blažovce,SK
Turócbéla,Belá-Dulice,SK
Turócbeszterce,Bystričká,SK
Turócborkút,Budiš,SK
Turócbrahámfalva,Abramová,SK
Turócdivék,Diviaky,SK
Turócerdőd,Liešno,SK
Turócjeszenő,Jasenovo,SK
Turóckárolyfalva,Karlová,SK
Turóckelemenfalva,Kaľamenová,SK
Turóckisfalu,Vieska,SK
Turócliget,Háj,SK
Turócmeggyes,Čremošné,SK
Turócménes,Konské,SK
Turócnádasér,Nedozor,SK
Turócnémeti,Sklené,SK
Turócremete,Vrícko,SK
Turócrudnó,Rudno,SK
Turóctótfalu,Slovany,SK
Turóctölgyes,Dubové,SK
Turócudvard,Dvorec,SK
Turócszentgyörgy,Turčiansky Ďur,SK
Turócszentmárton,Martin,SK
Turócszentmihály,Turčiansky Michal,SK
Turócszentpéter,Turčiansky Peter,SK
Túrréte,Turá Lúka,SK
Túrterebes,Turulung,RO
Túrterebes-szőllőhegy,Turulung-Vii,RO
Túrvékonya,Tur,RO
Turzófalva,Turzovka,SK
Turzóvölgy,Tupkovec,HR
Tusa,Tušice,SK
Tusaújfalu,Tušická Nová Ves,SK
Tusnád,Tuşnad,RO
Tusnádfürdő,Băile Tuşnad,RO
Tuson,Tuşinu,RO
Tustya,Tuştea,RO
Tuszatelke,Tusa,RO
Tündéres,Vilovo,YU
Tündérlak,Lapšina,HR
Tűr,Tiur,RO
Türe,Turea,RO
Türkös,Turcheş,RO
Tüskés,Pichne,SK
Tüskeszentgyörgy,Sveti Juraj u Trnju,HR
Tüskeszer,Trnje,SLO
Tyapessó,Ťapešovo,SK
Tyej,Teiu,RO
Tyiszelice,Chisăliţa,RO
Tyiulesd,Tiuleşti,RO
Tyukó,Ciuchici,RO
Tyuska,Tyuska,UA
Ublya,Ubľa,SK
Ubrezs,Úbrez,SK
Udva,Udavské,SK
Udvard,Dvory nad Žitavou,SK
Udvarfalva,Curteni,RO
Udvarház,Uderiná,SK
Udvarnok,Dvorníky,SK
Udvarnok,Banatski Dvor,YU
Udvarszállás,Dobričevo,YU
Ugar,Ubľa,SK
Uglya,Uhlja,UA
Ugocsakomlós,Comlăuşa,RO
Ugra,Ungra,RO
Ugrapataka,Valea Ugra,RO
Ugróc,Ugruţiu,RO
Uhliszka,Uhliská,SK
Újakli,Nove Klinove,UA
Újantalfalva,Šoltýska,SK
Újarad,Aradu Nou,RO
Újárkos,Iercoşeni,RO
Újasszonyrét,Ogradena Nouă,RO
Újbajna,Zbojné,SK
Újbánya,Nová Baňa,SK
Újbánya,Baia Nouă,RO
Újbárd,Novobarove,UA
Újbáresd,Uibăreşti,RO
Újbars,Nový Tekov,SK
Újbártfalva,Satu Barba,RO
Újbást,Nová Bašta,SK
Újbázos,Bazoşu Nou,RO
Újbéla,Nowa Biala,PL
Újbesenyő,Dudeştii Noi,RO
Újbeszterce,Nová Bystrica,SK
Újbezdán,Novi Bezdan,HR
Újbocskó,Bocicoiu Mare,RO
Újbodrog,Bodrogu Nou,RO
Újbolmány,Novi Bolman,HR
Újborlovény,Borlovenii Noi,RO
Újbosác,Nová Bošáca,SK
Újdávidháza,Nove Davidkove,UA
Újegyház,Nocrich,RO
Újfalu,Novo Selo,YU
Újfegyvernek,Fegernicu Nou,RO
Újfény,Novi Žednik,YU
Újfény,Hadžićevo,YU
Újfutak,Futog,YU
Újgradiska,Nova Gradiška,HR
Újgyalla,Dulovce,SK
Újgyarmat,Nová Lehota,SK
Újhegy,Neuberg im Burgenland,A
Újhegy,Dragoslavec Breg,HR
Újhely,Uihei,RO
Újhely,Slovenské Nové Mesto,SK
Újhelyjóka,Nová Jelka,SK
Újhelymogyoród,Kysucký Lieskovec,SK
Újhelyszabadi,Budatínska Lehota,SK
Újjózseffalva,Iosifalău,RO
Újkaránsebes,Caransebeşu Nou,RO
Újkemence,Novoszelica,UA
Újklenóc,Klenovec,UA
Újkökényes,Kukeč,SLO
Újkörtvélyes,Zahling,A
Újlacska,Malé Zálužie,SK
Újlak,Ilok,HR
Újlak,Uilac,RO
Újlaskafalu,Novi Čeminac,HR
Újlót,Veľké Lovce,SK
Újlubló,Nová Ľubovňa,SK
Újmogyoród,Lieskovec,SK
Újmoldova,Moldova Nouă,RO
Újmosnica,Moşniţa Nouă,RO
Újnémet,Unimăt,RO
Újozora,Uzdin,YU
Újős,Fântânele,RO
Újpalánka,Nova Palanka,YU
Újpálos,Păulişu Nou,RO
Újpalota,Palota,RO
Újpanád,Horia,RO
Újpázova,Nova Pazova,YU
Újpécs,Peciu Nou,RO
Újpetend,Rohožnica,SK
Újpuszta,Mudroňovo,SK
Újradna,Şanţ,RO
Újrétfalu,Wiesfleck,A
Újrosztoka,Nova Roztoka,UA
Újruszolc,Rusova Nouă,RO
Újsándorfalva,Janošik,YU
Újsástelek,Sacalasău Nou,RO
Újsinka,Şinca Nouă,RO
Újsopot,Şopotu Nou,RO
Újsóvé,Ravno Selo,YU
Újszabadi,Nová Lehota,SK
Újszagyva,Sadova Nouă,RO
Újszállás,Nový Salaš,SK
Újszék,Nová Sedlica,SK
Újszékely,Secuieni,RO
Ujszemere,Szimerki,UA
Újszentanna,Sântana,RO
Újszentes,Dumbrăviţa,RO
Újszentpéter,Sânpetru Nou,RO
Újszivác,Novi Sivac,YU
Újszomolnok,Smolník,SK
Újszomotor,Žalobín,SK
Újsztuzsica,Nova Sztuzsica,UA
Újtelek,Neustift an der Rosalia,A
Újtelep,Neustift bei Güssing,A
Újterebes,Trybsz,PL
Újtohán,Tohanu Nou,RO
Újtölgyes,Nová Dubnica,SK
Újtölgyes,Noršinci,SLO
Újtövisfalva,Dracsini,UA
Újtusnád,Tuşnadu Nou,RO
Újülés,Chudá Lehota,SK
Újvágás,Lazuri,RO
Újvár,Uivar,RO
Újváros,Noiştat,RO
Újvároska,Leopoldov,SK
Újvarsánd,Olari,RO
Újvásár,Rybník,SK
Újverbász,Vrbas,YU
Újverbász,Novi Vrbas,YU
Újvidék,Novi Sad,YU
Újvíz,Cimenná,SK
Újvörösvágás,Redschlag,A
Uklina,Uklin,UA
Uknyéd,Valea Rotundă,RO
Ulm,Ulm,RO
Ullyes,Ulieş,RO
Uncsukfalva,Unciuc,RO
Ungbukóc,Bukivceve,UA
Ungbükkös,Bukivceve,UA
Ungcsepely,Čepeľ,SK
Ungcsertész,Csertizs,UA
Ungdaróc,Dravci,UA
Unggesztenyés,Linci,UA
Unghosszúmező,Dovhe Pole,UA
Unghuta,Huta,UA
Unglovasd,Koňuš,SK
Ungludas,Husák,SK
Ungmogyorós,Krišovská Liesková,SK
Ungnyárád,Ňarad,SK
Ungordas,Vovkove,UA
Ungpéteri,Petrovce,SK
Ungpetróc,Petrovce,SK
Ungpinkóc,Pinkovce,SK
Ungsasfalva,Irljava,UA
Ungszenna,Senné,SK
Ungszuha,Szuhij,UA
Ungtarnóc,Tarnyivci,UA
Ungtavas,Kaluža,SK
Ungtölgyes,Dubrivka,UA
Ungvár,Uzshorod,UA
Unoka,Onuca,RO
Unyad,Uňatín,SK
Upor,Zemplínska Nová Ves,SK
Úrdomb,Fokovci,SLO
Úrháza,Livezile,RO
Uricse,Uricea,RO
Urik,Uric,RO
Úriszék,Panovci,SLO
Úriszénafű,Fânaţele Căpuşului,RO
Úriszentiván,Despotovo,YU
Úriszentiván,Despot Sveti Ivan,YU
Úrmező,Ruszke Pole,UA
Urszád,Ursad,RO
Urszujatelep,Ursoaia,RO
Úrvölgy,Špania Dolina,SK
Úszor,Kvetoslavov,SK
Úszpeklény,Uzovské Pekľany,SK
Usztató,Păgaia,RO
Usztye,Ústie nad Priehradou,SK
Úszvafalva,Uzovce,SK
Utcás,Ulič,SK
Utekács,Utekáč,SK
Uzapanyit,Uzovská Panica,SK
Uzdiszentgyörgy,Sângeorgiu de Câmpie,RO
Uzdiszentpéter,Sânpetru de Câmpie,RO
Uzon,Ozun,RO
Uzonkafürdő,Ozunca-Băi,RO
Úzvölgy,Valea Uzului,RO
Uzsok,Uzsok,UA
Ülke,Ulcani,RO
Ünőmező,Inău,RO
Üreg,Jarok,SK
Ürgeteg,Ortiteag,RO
Ürmény,Mojmírovce,SK
Ürményháza,Jermenovci,YU
Ürmös,Ormeniş,RO
Ürög,Irig,YU
Üzbég,Zbehy,SK
Vacok,Bacúch,SK
Vacsárcsi,Văcăreşti,RO
Vád,Vad,RO
Vadad,Vadu,RO
Vadafalva,Odeşti,RO
Vadasd,Vădaş,RO
Vadaspuszta,Gelu,RO
Vadastanya,Kastanove,UA
Vadász,Vânători,RO
Vadászfalva,Beňatina,SK
Vadpatak,Băteşti,RO
Vádudobri,Vadu Dobrii,RO
Vadverem,Odverem,RO
Vága,Váhovce,SK
Vágagyagos,Hliník nad Váhom,SK
Vágalja,Podvažie,SK
Vágapátfalva,Opatová,SK
Vágapáti,Opatovce,SK
Vágaranyos,Zlatovce,SK
Vágás,Tăietura,RO
Vágbánya,Bohunice,SK
Vágbékás,Žebinec,SK
Vágbeszterce,Považská Bystrica,SK
Vágbori,Borovce,SK
Vágcsütörtök,Štvrtok,SK
Vágdebrőd,Drahovce,SK
Vágegyháza,Kostolná-Žáriečie,SK
Vágerdőalja,Podhorie,SK
Vágfarkasd,Vlčany,SK
Vágfüzes,Vrbová nad Váhom,SK
Vághegy,Hackerberg,A
Vághegyes,Zástranie,SK
Vághéve,Považská Teplá,SK
Vághidas,Istebník,SK
Vághorka,Hôrka nad Váhom,SK
Vághosszúfalu,Dlhá nad Váhom,SK
Vágkelecsény,Turčianske Kľačany,SK
Vágkeresztúr,Krížovany nad Dudváhom,SK
Vágkirályfa,Kráľová nad Váhom,SK
Vágkohány,Kochanovce,SK
Vágköre,Okrut,SK
Vágluka,Lúka,SK
Vágmagyarád,Modranka,SK
Vágmedence,Madunice,SK
Vágmogyoród,Lieskovec,SK
Vágmosóc,Považany,SK
Vágnedec,Nededza,SK
Vágó,Ďubákovo,SK
Vágod,Holzschlag,A
Vágőr,Stráže,SK
Vágpart,Savčina-Podvažie,SK
Vágpatta,Pata,SK
Vágrákó,Rakoľuby,SK
Vágratkó,Ratkovo,SK
Vágrévfalu,Mnešice,SK
Vágromos,Nosice,SK
Vágsellye,Šaľa,SK
Vágsomfalu,Drienové,SK
Vágszabolcs,Záblatie,SK
Vágszakály,Sokolovce,SK
Vágszállás,Sedličná,SK
Vágszentkereszt,Kríž nad Váhom,SK
Vágszentpéter,Svätý Peter,SK
Vágsziklás,Skalka nad Váhom,SK
Vágtapolca,Teplička nad Váhom,SK
Vágterbete,Trebatice,SK
Vágújfalu,Nová Ves nad Váhom,SK
Vágújhely,Nové Mesto nad Váhom,SK
Vágutas,Újazd,SK
Vágváralja,Považské Podhradie,SK
Vágvecse,Veča,SK
Vágvörösvár,Červeník,SK
Vágzamárd,Zamarovce,SK
Vágzsámbokrét,Žakokreky,SK
Vágzsigmondháza,Orlové,SK
Vagyóc,Vaďovce,SK
Vaján,Vojany,SK
Vajasd,Oiejdea,RO
Vajasvata,Maslovce,SK
Vajdafalva,Voivodeni,RO
Vajdaháza,Voivodeni,RO
Vajdahunyad,Hunedoara,RO
Vajdakamarás,Vaida-Cămăraş,RO
Vajdakuta,Vaidacuta,RO
Vajdalak,Vojvodinci,YU
Vajdarécse,Recea,RO
Vajdaszeg,Gura Arieşului,RO
Vajdaszentivány,Voivodeni,RO
Vajdej,Vaidei,RO
Vajdej,Râu Mic,RO
Vajk,Lúčnica nad Žitavou,SK
Vajka,Vojka nad Dunajom,SK
Vajkóc,Vajkovce,SK
Vajkvágása,Valkovce,SK
Vajna,Vojnatina,SK
Vajnág,Vonyihove,UA
Vajnatina,Vojnatina,SK
Vajola,Uila,RO
Vajszka,Vajska,YU
Váka,Crişan,RO
Valár,Vălari,RO
Válaszút,Răscruci,RO
Valcsa,Valča,SK
Váldény,Valeadeni,RO
Váldhid,Valchid,RO
Vále,Vale,RO
Váleajepi,Poieniţa,RO
Valealunga,Valea Lungă,RO
Valeamare,Valea Mare de Criş,RO
